filename,latitude,longitude,country
global_street_view_images\Japan_34.232247_134.358867.jpg,34.23224657660016,134.35886722934848,Japan
global_street_view_images\United_Kingdom_55.701344_-6.482805.jpg,55.70134353176485,-6.482805143098158,United Kingdom
global_street_view_images\United_Kingdom_55.680874_-6.499610.jpg,55.68087384907433,-6.499609738521331,United Kingdom
global_street_view_images\United_Kingdom_55.719322_-6.475830.jpg,55.719321896373344,-6.475830459776719,United Kingdom
global_street_view_images\United_Kingdom_55.715496_-6.477087.jpg,55.71549611982786,-6.4770865848288075,United Kingdom
global_street_view_images\United_Kingdom_55.680726_-6.501055.jpg,55.680725535628795,-6.50105533030429,United Kingdom
global_street_view_images\United_Kingdom_50.961738_0.259781.jpg,50.96173798906556,0.2597812872919288,United Kingdom
global_street_view_images\United_Kingdom_50.931841_0.341885.jpg,50.93184112053023,0.3418850556748368,United Kingdom
global_street_view_images\United_Kingdom_51.004944_0.111490.jpg,51.00494404769934,0.11148964435075738,United Kingdom
global_street_view_images\United_Kingdom_50.853392_0.250574.jpg,50.853391658741,0.25057383113711124,United Kingdom
global_street_view_images\United_Kingdom_50.963632_0.156239.jpg,50.96363210519583,0.15623920694157942,United Kingdom
global_street_view_images\Mexico_18.932507_-96.014165.jpg,18.93250703258257,-96.01416499798216,Mexico
global_street_view_images\Mexico_19.053117_-96.028192.jpg,19.053116723850913,-96.02819197401176,Mexico
global_street_view_images\France_49.306887_0.392287.jpg,49.306887131208406,0.39228673351291726,France
global_street_view_images\France_49.173650_0.201688.jpg,49.1736500894267,0.20168801810536502,France
global_street_view_images\France_48.933482_0.202560.jpg,48.93348213359567,0.20256032736754784,France
global_street_view_images\France_49.170436_0.298025.jpg,49.17043628924506,0.29802476817720963,France
global_street_view_images\France_49.239026_0.005772.jpg,49.23902592099693,0.005772017517063976,France
global_street_view_images\France_45.635329_6.374920.jpg,45.63532926063002,6.374919856540055,France
global_street_view_images\France_45.530580_6.486120.jpg,45.530579508889474,6.48611967841198,France
global_street_view_images\France_45.435568_6.636688.jpg,45.43556765644951,6.6366881163547395,France
global_street_view_images\France_45.540104_6.469604.jpg,45.540104118769854,6.469603656747345,France
global_street_view_images\France_45.470219_6.450532.jpg,45.47021917543666,6.450531748993014,France
